Time_On_FB,Age,Area_Income,Daily_Internet_Usage,Fashion_FB_Group,Male,Country,Timestamp,clickNumeric,click
54.08,36,53012.94,111.02,No,Male,Mayotte,6/2/2016 4:14,0,NO_CLICK
51.6,32,61117.5,159.78,No,Female,Pakistan,4/18/2016 7:00,0,NO_CLICK
54.39,27,52563.22,208.78,No,Male,Guadeloupe,2/29/2016 18:06,1,CLICK
87.6,47,65773.49,222.78,No,Female,Denmark,5/27/2016 12:45,1,CLICK
73.6,25,50506.44,241.36,No,User_Identified,New Zealand,1/12/2016 21:17,0,NO_CLICK
58.6,36,66262.59,194.56,No,Male,Netherlands Antilles,1/27/2016 17:08,0,NO_CLICK
80.99,26,35521.88,128.78,No,Male,Belarus,6/10/2016 3:56,0,NO_CLICK
78.84,58,62430.55,195.78,No,Male,Taiwan,4/9/2016 9:26,0,NO_CLICK
60.6,37,49597.08,265.78,No,Female,El Salvador,2/26/2016 6:00,1,CLICK
47.6,37,42078.89,223.78,No,Female,Taiwan,2/21/2016 23:07,1,CLICK
49.6,45,46197.59,151.72,No,Female,Peru,4/29/2016 14:08,0,NO_CLICK
50.78,51,49957,249.78,No,Female,Liberia,2/11/2016 17:02,1,CLICK
34.6,38,24078.93,199.78,No,Female,Burundi,7/22/2016 7:44,1,CLICK
45.62,43,53647.81,158.78,No,Female,Macao,6/26/2016 2:34,1,CLICK
62.6,30,61039.13,119.78,No,Female,Venezuela,5/14/2016 23:08,0,NO_CLICK
73.6,26,46974.15,184.78,No,Female,Luxembourg,5/24/2016 10:04,0,NO_CLICK
38.6,33,53042.51,168.78,No,User_Identified,Italy,2/16/2016 12:05,0,NO_CLICK
39.6,50,48826.14,187.78,No,Female,San Marino,3/20/2016 2:44,1,CLICK
53.6,31,58287.86,193.6,No,Female,Madagascar,1/31/2016 5:12,1,CLICK
72.6,50,21773.22,146.78,No,Female,Norfolk Island,4/1/2016 5:17,1,CLICK
43.6,24,52252.91,226.49,No,Female,Vanuatu,2/25/2016 16:33,0,NO_CLICK
42.84,52,27073.27,267.78,No,Male,Tunisia,3/21/2016 11:02,1,CLICK
33.6,47,50628.31,174.78,No,Female,Paraguay,2/12/2016 5:20,1,CLICK
34.96,23,36913.51,160.49,No,Male,Macedonia,6/1/2016 16:10,1,CLICK
32.6,37,61009.1,247.78,No,Male,Heard Island and McDonald Islands,6/16/2016 3:17,0,NO_CLICK
41.86,39,53041.77,237.78,No,Male,Ethiopia,3/26/2016 15:28,1,CLICK
34.04,34,40182.84,253.78,No,Male,El Salvador,2/16/2016 7:37,1,CLICK
49.6,27,59419.78,182.78,No,Male,Niger,2/28/2016 9:31,1,CLICK
64.6,31,58235.21,172.78,No,Male,Timor-Leste,5/18/2016 1:00,1,CLICK
62.6,51,68324.48,246.78,No,Male,Uruguay,2/21/2016 13:11,0,NO_CLICK
51.6,45,69646.35,181.25,No,Male,Somalia,1/5/2016 12:59,0,NO_CLICK
81.05,34,54045.39,188.78,No,Female,Malaysia,5/18/2016 0:07,0,NO_CLICK
69.6,56,57806.03,265.78,No,Male,Korea,3/6/2016 23:26,1,CLICK
45.48,49,53336.76,269.78,No,Male,Lao People's Democratic Republic,5/19/2016 4:23,1,CLICK
39.6,56,50491.45,149.53,No,Female,Bahamas,4/29/2016 20:40,1,CLICK
40.6,51,71455.62,153.12,No,User_Identified,Guyana,5/3/2016 1:09,1,CLICK
82.6,45,43241.88,150.79,No,Female,Ethiopia,6/27/2016 21:51,0,NO_CLICK
65.6,22,58953.01,130.78,No,Female,Bosnia and Herzegovina,2/8/2016 7:33,0,NO_CLICK
91.15,38,36834.04,184.98,No,User_Identified,Cyprus,2/22/2016 7:04,0,NO_CLICK
60.6,56,66345.1,155.78,No,Female,Singapore,3/21/2016 8:13,0,NO_CLICK
42.6,45,38645.4,205.78,No,User_Identified,Dominican Republic,5/31/2016 0:58,1,CLICK
36.6,36,60803,239.94,No,Female,Bermuda,1/1/2016 5:31,0,NO_CLICK
41.6,34,33553.9,108.78,No,Female,Jamaica,5/27/2016 8:53,1,CLICK
35.6,38,63071.34,116.19,No,Female,Saint Barthelemy,5/9/2016 7:13,1,CLICK
73.6,34,46737.34,242.78,No,Male,Albania,6/27/2016 1:56,1,CLICK
45.6,33,55368.67,248.78,No,Male,Mozambique,6/3/2016 4:51,0,NO_CLICK
50.6,36,68305.91,160.78,No,Female,Zimbabwe,2/24/2016 0:44,0,NO_CLICK
59.6,58,39211.49,269.78,No,Female,Georgia,3/5/2016 12:03,1,CLICK
89.6,48,65956.71,260.78,No,Female,Brazil,1/15/2016 22:49,1,CLICK
57.6,38,40159.2,147.78,No,Female,Syrian Arab Republic,2/12/2016 3:39,1,CLICK
89.6,19,40478.83,139.78,No,Male,Palestinian Territory,2/19/2016 20:49,0,NO_CLICK
44.72,46,40468.53,123.86,No,Male,Grenada,3/12/2016 2:48,1,CLICK
78.76,51,66980.27,248.78,No,Female,Ghana,7/23/2016 4:04,0,NO_CLICK
62.6,39,34942.26,262.78,No,Male,Brunei Darussalam,3/6/2016 9:33,1,CLICK
75.6,32,48335.2,145.73,No,Female,Lithuania,2/24/2016 4:11,1,CLICK
64.79,30,42251.59,171.78,No,User_Identified,Maldives,2/17/2016 20:22,1,CLICK
89.8,36,57330.43,198.24,No,Female,Lesotho,2/2/2016 4:57,0,NO_CLICK
50.6,34,75769.82,208.78,No,User_Identified,Czech Republic,1/27/2016 16:06,0,NO_CLICK
47.6,31,51812.71,154.77,No,Male,Iceland,5/24/2016 9:50,1,CLICK
59.01,20,75265.96,164.78,No,Male,Philippines,2/8/2016 22:45,1,CLICK
80.6,50,69868.48,178.78,No,Female,Cayman Islands,2/12/2016 1:55,1,CLICK
37.6,43,72802.42,138.46,No,Female,Haiti,1/11/2016 8:18,0,NO_CLICK
70.6,27,39193.45,162.46,No,Male,Colombia,3/3/2016 3:51,1,CLICK
62.79,36,18368.57,228.78,No,Male,Luxembourg,5/30/2016 20:08,1,CLICK
45.53,29,56129.89,141.58,No,Female,United Arab Emirates,4/22/2016 22:01,1,CLICK
88.6,25,58996.56,179.78,No,Female,Ireland,5/25/2016 10:39,1,CLICK
45.6,44,41547.62,171.78,No,Female,Canada,2/4/2016 3:10,1,CLICK
77.6,24,59240.24,172.57,No,Female,Svalbard & Jan Mayen Islands,2/21/2016 20:09,1,CLICK
78.6,46,56725.47,245.78,No,Female,Malta,4/28/2016 1:24,1,CLICK
59.6,29,55764.43,234.23,No,Male,Sudan,5/18/2016 19:33,0,NO_CLICK
43.6,25,64235.51,161.42,No,Male,Ecuador,2/17/2016 11:15,0,NO_CLICK
66.6,28,39939.39,266.78,No,Female,Senegal,6/19/2016 23:04,1,CLICK
85.6,26,63319.99,150.78,No,Female,Cambodia,2/20/2016 9:54,1,CLICK
70.09,38,54725.87,153.78,No,User_Identified,Belarus,1/22/2016 12:58,0,NO_CLICK
70.6,42,69775.75,247.05,No,Male,Guyana,2/19/2016 13:26,0,NO_CLICK
63.6,24,57545.56,233.85,No,Female,Mali,1/3/2016 7:13,0,NO_CLICK
55.6,50,47051.02,130.78,No,Female,Iran,1/3/2016 4:39,1,CLICK
49.6,52,51600.47,210.78,No,Male,Bulgaria,4/13/2016 13:04,1,CLICK
47.6,25,68357.96,188.32,No,Male,Afghanistan,1/1/2016 3:35,0,NO_CLICK
45.08,38,35349.26,199.78,No,Female,Liberia,3/27/2016 8:32,1,CLICK
86.6,27,69784.85,159.05,No,Female,Netherlands Antilles,7/10/2016 16:25,1,CLICK
71.6,29,50760.23,254.78,No,Female,Hong Kong,6/25/2016 4:21,1,CLICK
66.6,56,34418.09,132.07,No,Male,Palau,1/27/2016 14:41,1,CLICK
59.6,50,20592.99,116.78,No,Female,Malawi,5/16/2016 18:51,1,CLICK
80.87,28,63528.8,241.78,No,User_Identified,Uruguay,2/27/2016 20:20,0,NO_CLICK
63.6,40,44217.68,192.78,No,Male,Cyprus,2/28/2016 23:54,1,CLICK
46.6,48,47929.83,190.78,No,Male,Mexico,6/13/2016 6:11,1,CLICK
81.6,23,46024.29,114.78,No,User_Identified,Niger,5/5/2016 11:07,1,CLICK
32.6,31,51900.03,258.78,No,Male,France,7/7/2016 12:17,1,CLICK
70.6,30,72188.9,166.31,No,Female,Japan,5/24/2016 17:07,0,NO_CLICK
54.6,31,56974.51,238.78,No,Male,Norfolk Island,3/30/2016 14:36,0,NO_CLICK
67.26,57,25682.65,264.78,No,Male,Bulgaria,5/27/2016 5:54,1,CLICK
56.6,46,41884.64,141.78,No,Female,Uzbekistan,1/3/2016 16:30,1,CLICK
47.6,38,72196.29,140.77,No,Female,Mexico,6/25/2016 18:17,1,CLICK
58.6,43,54429.17,250.78,No,Male,Brunei Darussalam,2/24/2016 10:36,1,CLICK
66.47,31,58037.66,256.39,No,Male,France,3/3/2016 3:13,0,NO_CLICK
72.88,44,64011.26,267.78,No,Female,Yemen,4/21/2016 19:56,1,CLICK
76.6,47,59967.19,232.68,No,Male,Northern Mariana Islands,4/6/2016 17:26,0,NO_CLICK
85.6,38,43155.19,105.04,No,Male,Poland,3/23/2016 12:53,1,CLICK
72.6,35,51501.38,248.78,No,Male,Bahrain,2/17/2016 7:00,1,CLICK
33.6,31,55187.85,256.4,No,Female,Saint Pierre and Miquelon,6/26/2016 7:01,0,NO_CLICK
73.6,44,33813.08,225.78,No,Male,Tonga,4/20/2016 13:36,1,CLICK
78.6,47,36497.22,140.67,No,Male,Comoros,7/21/2016 16:02,1,CLICK
69.17,47,66193.81,167.78,No,Female,Montenegro,3/6/2016 11:36,1,CLICK
64.2,27,66200.96,193.78,No,Male,Isle of Man,2/11/2016 23:45,0,NO_CLICK
77.6,28,63126.96,180.78,No,Female,Mayotte,4/4/2016 3:57,1,CLICK
72.6,30,71384.57,208.58,No,Male,Lebanon,2/11/2016 21:49,1,CLICK
70.6,45,67782.17,209.78,No,Male,Bosnia and Herzegovina,4/22/2016 2:07,1,CLICK
36.6,51,42415.72,225.78,No,Male,Mongolia,2/1/2016 17:24,0,NO_CLICK
39.6,19,41920.79,215.78,No,Female,Guatemala,3/24/2016 2:35,0,NO_CLICK
66.6,20,29875.8,178.35,No,Female,Brazil,6/3/2016 21:43,1,CLICK
